"","uid_max","visitor_access_level","total_days","other.web.sites","search.engines","social.networks","typed_bookmarked","Purchase.IDs","product","last_touch_referrer"
"1","1000044","subscribed",33,0,1,2,35,"D6103435","Digital Only - Annual","typed/bookmarked"
"2","1001195","anonymous",1,0,0,0,1,"D6042315","Digital Only - Annual","typed/bookmarked"
"3","1001458","reg",1,1,0,0,0,"D6027481","Digital Only - Monthly","other web sites"
"4","1003606","reg",1,0,1,0,0,"D6075978","Premium (Digital + Print)","search engines"
"5","1003889","reg",1,1,0,0,1,"D5925314","Premium (Digital + Print)","other web sites"
"6","1005010","subscribed",3,1,0,0,4,"D6045682","Digital Only - Annual","typed/bookmarked"
"7","1006839","reg",1,0,1,0,0,"D6295951","Digital Only - Annual","search engines"
"8","1007294","subscribed",50,45,1,0,57,"D6270731","Digital Only - Annual","typed/bookmarked"
"9","1010708","reg",2,0,0,0,2,"D5939994","Digital Only - Annual","typed/bookmarked"
"10","1012104","reg",4,4,0,0,1,"D6027514","Digital Only - Annual","other web sites"
"11","1016544","reg",9,6,4,0,1,"D6107654","Digital Only - Monthly","search engines"
"12","1016591","reg",1,0,1,0,1,"D6282197","Digital Only - Monthly","search engines"
"13","1018943","reg",1,0,1,0,0,"D6297405","Digital Only - Annual","search engines"
"14","1020503190594017987_4982699725596114558","anonymous",2,0,0,0,2,"D5940370","Digital Only - Annual","typed/bookmarked"
"15","1021466984425323354_8113392211147051209","anonymous",1,0,0,0,1,"D5941397","Digital Only - Monthly","typed/bookmarked"
"16","1021518","reg",2,0,0,0,2,"D6214460","All Access","typed/bookmarked"
"17","1023790275987423037_7638403437096442935","anonymous",1,1,0,0,0,"D6216224","Digital Only - Monthly","other web sites"
"18","102414","subscribed",1,0,1,0,1,"D6288700","All Access","typed/bookmarked"
"19","1025200675283704951_7106377749421340440","anonymous",1,1,0,0,0,"D6269802","Digital Only - Monthly","other web sites"
"20","1025259","subscribed",17,0,1,0,22,"D6287764","Digital Only - Annual","typed/bookmarked"
"21","1025635","reg",3,0,0,0,3,"D6108825","Digital Only - Annual","typed/bookmarked"
"22","1026678","reg",1,0,0,0,1,"D6258586","Digital Only - Annual","typed/bookmarked"
"23","1029041","anonymous",1,1,0,0,0,"D6269389","Digital Only - Monthly","other web sites"
"24","1031213505414006260_7380925674136948387","anonymous",1,0,0,0,1,"D5921206","Digital Only - Annual","typed/bookmarked"
"25","1033638","reg",12,14,0,0,1,"D6103586","Digital Only - Monthly","other web sites"
"26","1038214","anonymous",1,0,0,0,1,"D6284003","Digital Only - Annual","typed/bookmarked"
"27","1038833","subscribed",2,0,0,0,2,"D5936870","Digital Only - Annual","typed/bookmarked"
"28","1041473","anonymous",1,0,0,0,1,"D6003929","Digital Only - Monthly","typed/bookmarked"
"29","1042182","reg",1,0,1,0,0,"D6056133","Digital Only - Monthly","search engines"
"30","1043212","reg",1,0,1,0,0,"D6295970","Digital Only - Monthly","search engines"
"31","1043390","subscribed",32,22,0,0,15,"D6271340","All Access","other web sites"
"32","1043929","subscribed",28,0,0,0,38,"D6102293","Premium (Digital + Print)","typed/bookmarked"
"33","1044123013608222817_7749376006741309439","anonymous",1,0,1,0,0,"D6306352","Digital Only - Annual","search engines"
"34","1044374","reg",1,1,1,0,0,"D6284027","Digital Only - Monthly","other web sites"
"35","1044956","anonymous",1,0,1,0,0,"D6043834","Digital Only - Monthly","search engines"
"36","1046322","subscribed",1,0,0,1,0,"D6066646","Digital Only - Annual","social networks"
"37","1052331","subscribed",3,0,2,0,1,"D6227962","Digital Only - Annual","search engines"
"38","1052814","anonymous",1,0,1,0,1,"D6103712","Premium (Digital + Print)","search engines"
"39","1053710","anonymous",1,0,0,0,1,"D6002717","Digital Only - Annual","typed/bookmarked"
"40","1055105","subscribed",3,0,2,0,1,"D6107754","Premium (Digital + Print)","search engines"
"41","1055474","subscribed",1,0,0,0,1,"D6055919","Premium (Digital + Print)","typed/bookmarked"
"42","1055721","subscribed",6,17,0,0,5,"D6057407","Digital Only - Annual","other web sites"
"43","1056222","subscribed",2,0,0,0,2,"D6001468","Digital Only - Annual","typed/bookmarked"
"44","1056337","subscribed",19,0,0,0,24,"D6225519","Digital Only - Annual","typed/bookmarked"
"45","1057404","reg",1,0,0,1,0,"D6042809","Digital Only - Monthly","social networks"
"46","1057792","reg",4,1,2,0,2,"D6296236","Digital Only - Monthly","search engines"
"47","1057935","subscribed",39,13,26,1,98,"D6108028","Digital Only - Annual","typed/bookmarked"
"48","1058798","reg",1,0,1,0,0,"D5926385","Premium (Digital + Print)","search engines"
"49","1062014","reg",1,0,1,0,1,"D5919572","Premium (Digital + Print)","typed/bookmarked"
"50","1064162657935809769_9201615816047841516","anonymous",1,0,0,0,1,"D6224135","Premium (Digital + Print)","typed/bookmarked"
"51","1071983","subscribed",2,0,0,0,2,"D6089461","Digital Only - Annual","typed/bookmarked"
"52","1072661","reg",1,0,0,0,1,"D6226390","Digital Only - Monthly","typed/bookmarked"
"53","1072812","subscribed",1,0,1,0,1,"D6031152","Digital Only - Monthly","search engines"
"54","1074355","anonymous",1,0,0,0,1,"D6272998","Digital Only - Monthly","typed/bookmarked"
"55","1075058","subscribed",1,0,0,0,1,"D6043711","Digital Only - Monthly","typed/bookmarked"
"56","1076677","reg",2,0,2,0,0,"D5948293","Digital Only - Annual","search engines"
"57","1078286","reg",6,1,5,0,0,"D6102328","Premium (Digital + Print)","search engines"
"58","1078430","subscribed",24,8,0,0,38,"D6183468","Digital Only - Annual","typed/bookmarked"
"59","1078513","anonymous",1,0,0,0,1,"D5936365","Digital Only - Annual","typed/bookmarked"
"60","1078667","subscribed",18,3,0,0,24,"D6274630","All Access","typed/bookmarked"
"61","1080468","subscribed",1,0,2,0,0,"D6043049","Digital Only - Annual","search engines"
"62","1080479","subscribed",1,0,1,0,0,"D5925197","Digital Only - Annual","search engines"
"63","1081","subscribed",35,0,0,0,46,"D6246769","Digital Only - Annual","typed/bookmarked"
"64","1081155","reg",1,0,1,0,0,"D5924538","Premium (Digital + Print)","search engines"
"65","1083885","subscribed",58,17,1,0,119,"D6263558","All Access","typed/bookmarked"
"66","1085768","reg",1,0,1,0,0,"D6297258","Digital Only - Monthly","search engines"
"67","1086983","subscribed",1,0,0,0,1,"D6283771","Premium (Digital + Print)","typed/bookmarked"
"68","1087099","subscribed",12,0,0,0,15,"D6273900","All Access","typed/bookmarked"
"69","108750","subscribed",19,0,0,0,21,"D6258576","Digital Only - Annual","typed/bookmarked"
"70","1090667460914959041_235254545197418472","anonymous",1,0,1,0,0,"D6076340","Premium (Digital + Print)","search engines"
"71","1093208","anonymous",1,0,1,0,0,"D5916763","Digital Only - Monthly","search engines"
"72","1094973","subscribed",2,0,0,0,2,"D6214806","All Access","typed/bookmarked"
"73","1096389","subscribed",4,0,2,0,2,"D6075759","Digital Only - Monthly","search engines"
"74","1096834","subscribed",22,10,15,0,42,"D6263381","Digital Only - Annual","typed/bookmarked"
"75","1097116","reg",2,0,2,0,0,"D6154511","Digital Only - Annual","search engines"
"76","1097329","anonymous",2,0,0,2,0,"D5940298","Digital Only - Monthly","social networks"
"77","1097860","subscribed",37,3,4,0,46,"D6294410","Premium (Digital + Print)","typed/bookmarked"
"78","1097869","reg",1,0,0,0,1,"D6075110","All Access","typed/bookmarked"
"79","1098262","anonymous",1,0,0,1,0,"D6275434","Digital Only - Monthly","social networks"
"80","1099092","subscribed",47,17,9,1,81,"D6103189","Digital Only - Annual","search engines"
"81","1099097","subscribed",4,1,1,0,3,"D6002226","Digital Only - Annual","search engines"
"82","1099869","subscribed",2,0,3,0,0,"D6003070","All Access","search engines"
"83","1099983","subscribed",1,1,1,0,1,"D6264399","Digital Only - Annual","typed/bookmarked"
"84","1099998","subscribed",28,3,18,1,26,"D6251091","Digital Only - Annual","typed/bookmarked"
"85","1100023","reg",2,0,1,1,0,"D5940205","All Access","search engines"
"86","1100862","subscribed",2,0,0,1,1,"D5926179","Premium (Digital + Print)","social networks"
"87","1101086","reg",1,0,0,0,2,"D5924005","Digital Only - Monthly","typed/bookmarked"
"88","1101105","anonymous",1,0,1,0,0,"D5940021","Digital Only - Monthly","search engines"
"89","1101500","anonymous",1,0,1,0,0,"D5951942","Digital Only - Monthly","search engines"
"90","1101562","subscribed",57,88,25,1,123,"D6233700","Digital Only - Annual","typed/bookmarked"
"91","1101569973684232546_8231150264113565195","anonymous",1,0,0,0,1,"D6027787","Premium (Digital + Print)","typed/bookmarked"
"92","1102118","subscribed",9,2,8,0,13,"D6056139","Digital Only - Annual","typed/bookmarked"
"93","1102252","subscribed",53,54,3,0,9,"D6287675","Digital Only - Annual","typed/bookmarked"
"94","1103099","subscribed",2,0,1,0,2,"D6091561","Digital Only - Monthly","search engines"
"95","1104883","reg",12,1,0,0,15,"D6030224","Digital Only - Annual","other web sites"
"96","1104943","reg",1,0,0,0,1,"D6286627","Premium (Digital + Print)","typed/bookmarked"
"97","1105044","subscribed",20,0,0,0,28,"D6269758","All Access","typed/bookmarked"
"98","1106091","reg",1,0,1,0,0,"D5947851","Digital Only - Monthly","search engines"
"99","1107414","reg",1,0,0,0,1,"D6029762","Premium (Digital + Print)","typed/bookmarked"
"100","1108552","anonymous",1,0,0,0,1,"D6154604","Digital Only - Annual","typed/bookmarked"
"101","1110771","subscribed",4,1,0,0,3,"D6215157","Digital Only - Annual","typed/bookmarked"
"102","1111298","subscribed",1,0,0,0,1,"D5917796","Digital Only - Monthly","typed/bookmarked"
"103","1113790","subscribed",10,2,1,0,9,"D6041907","Digital Only - Monthly","search engines"
"104","1114696","subscribed",1,0,0,0,1,"D5922709","Digital Only - Annual","typed/bookmarked"
"105","1115559","subscribed",2,0,1,1,0,"D6161357","Digital Only - Monthly","search engines"
"106","1115696","subscribed",2,0,2,0,1,"D6234559","Digital Only - Monthly","search engines"
"107","1115789","subscribed",67,0,2,0,132,"D6283459","Digital Only - Annual","typed/bookmarked"
"108","1116527","subscribed",15,0,0,0,19,"D6090230","Premium (Digital + Print)","typed/bookmarked"
"109","1117057","reg",1,0,1,0,1,"D6251020","All Access","search engines"
"110","1117282","anonymous",1,1,0,0,0,"D6055831","Digital Only - Annual","other web sites"
"111","1117455","anonymous",1,0,0,0,1,"D6154426","Digital Only - Annual","typed/bookmarked"
"112","1117580","reg",1,0,0,0,1,"D6075803","All Access","typed/bookmarked"
"113","1117821","reg",2,0,0,0,2,"D6056935","Digital Only - Monthly","typed/bookmarked"
"114","1118806","subscribed",19,1,2,0,25,"D6171199","Digital Only - Annual","typed/bookmarked"
"115","1120459","subscribed",3,0,0,0,3,"D6274724","Digital Only - Annual","typed/bookmarked"
"116","1121092","subscribed",1,0,0,0,1,"D6269730","All Access","typed/bookmarked"
"117","1121891","subscribed",6,4,0,0,2,"D6234265","Premium (Digital + Print)","typed/bookmarked"
"118","1122242","subscribed",1,0,1,0,0,"D6154354","Digital Only - Annual","search engines"
"119","1123702","reg",11,3,1,0,8,"D6225033","Digital Only - Monthly","search engines"
"120","1125382","subscribed",11,4,6,0,4,"D6270175","Premium (Digital + Print)","typed/bookmarked"
"121","1125853","subscribed",3,2,1,0,1,"D6227957","Digital Only - Monthly","other web sites"
"122","1129430426664011180_3299765558512715686","anonymous",2,1,3,0,0,"D6002764","Digital Only - Annual","search engines"
"123","1129838","reg",1,0,1,0,0,"D5939288","Digital Only - Annual","search engines"
"124","1129916","subscribed",8,2,3,0,5,"D6287525","Digital Only - Monthly","search engines"
"125","1130058","reg",1,0,0,1,0,"D5924484","Digital Only - Annual","social networks"
"126","1130101","anonymous",1,0,0,0,1,"D5924997","Digital Only - Annual","typed/bookmarked"
"127","1130136","subscribed",3,0,3,0,2,"D6165685","Digital Only - Annual","search engines"
"128","1130445","reg",1,0,0,0,1,"D6055838","Digital Only - Annual","typed/bookmarked"
"129","1130499","subscribed",39,11,3,0,84,"D6270074","Digital Only - Annual","other web sites"
"130","1131124","subscribed",98,0,177,0,12,"D6307955","Digital Only - Annual","search engines"
"131","1131866","subscribed",64,7,11,52,213,"D6270106","Digital Only - Annual","typed/bookmarked"
"132","1132632","subscribed",1,1,0,0,0,"D6042014","All Access","other web sites"
"133","1133285","subscribed",35,56,7,0,34,"D6275427","All Access","typed/bookmarked"
"134","1133777","reg",1,0,1,0,0,"D6041954","Digital Only - Monthly","search engines"
"135","1134249","anonymous",1,0,0,0,1,"D6154226","Premium (Digital + Print)","typed/bookmarked"
"136","113521271828932315_4294299968712816309","anonymous",1,0,0,0,1,"D6269766","All Access","typed/bookmarked"
"137","1135846","reg",2,0,0,0,2,"D6226804","Digital Only - Monthly","typed/bookmarked"
"138","1135859","subscribed",3,1,1,0,1,"D6174614","Digital Only - Annual","typed/bookmarked"
"139","1136714205665368650_8895605344958921342","anonymous",1,0,1,0,0,"D5939776","Digital Only - Monthly","search engines"
"140","1138319618432157371_9020515897184451191","anonymous",1,0,0,0,1,"D6102337","Digital Only - Annual","typed/bookmarked"
"141","1141496","subscribed",6,0,1,0,8,"D6107695","Digital Only - Monthly","search engines"
"142","1141773","subscribed",4,2,0,2,2,"D6065992","Digital Only - Monthly","typed/bookmarked"
"143","11420","reg",1,0,0,0,1,"D6182759","Digital Only - Annual","typed/bookmarked"
"144","1142004","reg",1,0,0,0,1,"D6021076","Digital Only - Annual","typed/bookmarked"
"145","1142689","reg",1,0,0,0,1,"D6308130","Digital Only - Annual","typed/bookmarked"
"146","114399","anonymous",1,0,0,0,1,"D6227300","Digital Only - Annual","typed/bookmarked"
"147","1145003","reg",1,0,1,0,0,"D5939020","Premium (Digital + Print)","search engines"
"148","1146286","subscribed",4,0,3,0,2,"D6286381","Digital Only - Annual","typed/bookmarked"
"149","1146350","reg",1,0,2,0,0,"D5921205","Digital Only - Annual","search engines"
"150","1147377","subscribed",46,2,0,0,72,"D6269563","All Access","typed/bookmarked"
"151","115259721831083557_1028621057626495666","anonymous",1,0,1,0,0,"D6204650","Digital Only - Annual","search engines"
"152","1152959836489479423_1747150065139649761","anonymous",1,0,0,0,1,"D6001535","Premium (Digital + Print)","typed/bookmarked"
"153","1154076","subscribed",3,0,1,0,3,"D6003330","Digital Only - Monthly","search engines"
"154","1154704","reg",1,0,1,0,0,"D6298159","Premium (Digital + Print)","search engines"
"155","1155541","reg",1,0,0,1,0,"D6225412","Premium (Digital + Print)","social networks"
"156","1157130","anonymous",1,0,1,0,0,"D6258823","Digital Only - Annual","search engines"
"157","1159472","anonymous",1,0,1,0,0,"D6274946","Digital Only - Annual","search engines"
"158","1159495","reg",2,0,3,0,0,"D6154230","Digital Only - Monthly","search engines"
"159","1160630","anonymous",1,0,1,0,0,"D6039983","Digital Only - Monthly","search engines"
"160","1161969","subscribed",7,0,2,0,8,"D6075837","Digital Only - Annual","typed/bookmarked"
"161","1163159","subscribed",9,0,0,0,9,"D6103669","Digital Only - Annual","typed/bookmarked"
"162","1164236","reg",1,1,0,0,0,"D5924280","Digital Only - Annual","other web sites"
"163","1164527","subscribed",19,20,1,0,1,"D6273903","All Access","other web sites"
"164","116573792459683988_7638549875687753705","anonymous",1,0,1,0,0,"D6273718","All Access","search engines"
"165","1172718","reg",1,1,2,0,0,"D5936837","Digital Only - Monthly","other web sites"
"166","1172856","subscribed",1,0,0,0,1,"D5939002","Premium (Digital + Print)","typed/bookmarked"
"167","1175611","reg",3,0,0,0,3,"D6225217","All Access","typed/bookmarked"
"168","1175670","subscribed",2,0,0,0,2,"D5926408","Digital Only - Monthly","typed/bookmarked"
"169","1179559","reg",1,0,0,0,1,"D6214792","Premium (Digital + Print)","typed/bookmarked"
"170","1181988","subscribed",6,1,7,0,2,"D6043014","Digital Only - Monthly","other web sites"
"171","1182884","subscribed",3,0,1,0,2,"D6166046","Digital Only - Annual","search engines"
"172","1184854239828481473_1982681612324771034","anonymous",5,0,2,0,4,"D6244633","Digital Only - Annual","search engines"
"173","1190941","subscribed",11,3,10,0,5,"D6088446","Digital Only - Monthly","typed/bookmarked"
"174","1192206","reg",2,0,2,0,0,"D5982712","Digital Only - Monthly","search engines"
"175","1192519021066556882_5368316351548002876","anonymous",1,1,0,0,0,"D5926325","Digital Only - Annual","other web sites"
"176","1193462","subscribed",5,0,0,0,6,"D6176977","Digital Only - Monthly","typed/bookmarked"
"177","1193897","reg",1,0,0,1,0,"D6064948","Digital Only - Annual","social networks"
"178","1197696","reg",2,0,2,0,0,"D6046090","Digital Only - Annual","search engines"
"179","1197721","anonymous",1,0,0,0,1,"D5939188","Digital Only - Annual","typed/bookmarked"
"180","1202456","subscribed",3,0,1,0,3,"D6076482","Digital Only - Monthly","search engines"
"181","1208147","reg",1,1,0,1,0,"D6074874","Digital Only - Annual","other web sites"
"182","1209997","subscribed",34,8,0,0,44,"D6274904","All Access","typed/bookmarked"
"183","1210150","subscribed",41,11,0,0,45,"D6296516","All Access","other web sites"
"184","1211225","reg",2,0,2,0,0,"D6224295","All Access","search engines"
"185","1211322","subscribed",25,22,65,0,96,"D6031529","Digital Only - Monthly","search engines"
"186","1212314","subscribed",9,8,0,0,5,"D6089364","Digital Only - Annual","other web sites"
"187","1213505","anonymous",3,0,2,0,1,"D6227288","Digital Only - Annual","typed/bookmarked"
"188","1213614901567966177_5823042974470176278","anonymous",4,0,1,0,5,"D6306504","Premium (Digital + Print)","typed/bookmarked"
"189","1214364","subscribed",2,0,0,0,3,"D6027159","Digital Only - Monthly","typed/bookmarked"
"190","1214533","reg",1,0,0,0,1,"D6269472","Digital Only - Monthly","typed/bookmarked"
"191","1215307","reg",1,0,1,0,0,"D6042916","Premium (Digital + Print)","search engines"
"192","1215312","anonymous",1,0,1,0,0,"D6227255","All Access","search engines"
"193","1215487","anonymous",1,0,1,0,0,"D6090155","Digital Only - Monthly","search engines"
"194","1215678","subscribed",1,0,3,0,1,"D5923917","Digital Only - Monthly","search engines"
"195","1215791","subscribed",17,4,0,0,21,"D6171824","Digital Only - Monthly","typed/bookmarked"
"196","1216187","reg",6,1,2,0,3,"D6095388","Premium (Digital + Print)","typed/bookmarked"
"197","1217033","reg",1,1,0,0,0,"D5916755","Digital Only - Monthly","other web sites"
"198","1217323","anonymous",1,0,1,0,0,"D6161229","Digital Only - Monthly","search engines"
"199","1218175","subscribed",8,0,0,8,0,"D6227971","Digital Only - Annual","social networks"
"200","1221963","subscribed",16,0,0,0,18,"D6102335","Digital Only - Annual","typed/bookmarked"
"201","1224295","reg",1,0,0,0,1,"D5939486","Digital Only - Monthly","typed/bookmarked"
"202","1224411","reg",1,0,3,0,0,"D6021010","Digital Only - Annual","search engines"
"203","1224412210385599961_6917531825830598843","anonymous",1,0,1,0,0,"D6226822","Digital Only - Annual","search engines"
"204","1225146","reg",2,0,1,1,0,"D6003362","Digital Only - Monthly","social networks"
"205","1227531","reg",9,4,2,0,5,"D6294398","Digital Only - Annual","other web sites"
"206","1227559","subscribed",6,1,5,0,1,"D6075819","All Access","other web sites"
"207","1230117","subscribed",34,17,4,0,40,"D6233723","All Access","search engines"
"208","1231656","subscribed",20,6,5,2,20,"D6263377","Digital Only - Annual","typed/bookmarked"
"209","1231901169680240086_5683606903358618618","anonymous",3,0,0,0,3,"D6108987","Digital Only - Annual","typed/bookmarked"
"210","1232833","subscribed",20,13,8,0,18,"D6271402","All Access","typed/bookmarked"
"211","1233664","subscribed",2,0,2,0,2,"D5940071","Digital Only - Annual","search engines"
"212","1233889","subscribed",2,0,0,0,2,"D6154213","Premium (Digital + Print)","typed/bookmarked"
"213","1234645","subscribed",57,0,0,0,85,"D6265081","All Access","typed/bookmarked"
"214","1237655007595152210_2829400283918023189","anonymous",1,0,0,0,1,"D6043703","Premium (Digital + Print)","typed/bookmarked"
"215","1238236","reg",2,0,0,2,0,"D6075440","Digital Only - Monthly","social networks"
"216","1238936","reg",1,0,1,0,0,"D6020659","Digital Only - Monthly","search engines"
"217","1242580","reg",1,0,1,0,0,"D5925580","Digital Only - Annual","search engines"
"218","1242833","subscribed",4,0,3,1,4,"D6154375","All Access","typed/bookmarked"
"219","1243674","subscribed",3,1,2,0,3,"D6305513","All Access","other web sites"
"220","1245962","subscribed",6,0,2,0,7,"D6027282","Digital Only - Annual","typed/bookmarked"
"221","1246616107031014308_6306514348088495655","anonymous",1,0,0,0,1,"D5916747","Digital Only - Annual","typed/bookmarked"
"222","1246838","subscribed",7,0,1,3,3,"D6264177","Premium (Digital + Print)","social networks"
"223","1246973","reg",1,0,1,0,0,"D6095011","Digital Only - Monthly","search engines"
"224","1247159","subscribed",5,0,1,0,4,"D6306512","Digital Only - Annual","typed/bookmarked"
"225","1248993","reg",2,1,0,0,2,"D6102315","Premium (Digital + Print)","other web sites"
"226","1249442","subscribed",1,0,2,0,0,"D6269407","Digital Only - Annual","search engines"
"227","1249542","subscribed",1,0,1,0,0,"D6234968","Premium (Digital + Print)","search engines"
"228","1250442","subscribed",1,0,1,0,0,"D6294453","Digital Only - Annual","search engines"
"229","1250452","subscribed",12,1,2,0,20,"D6066059","All Access","search engines"
"230","1250521","subscribed",21,0,0,0,26,"D6096089","Premium (Digital + Print)","typed/bookmarked"
"231","1251300","subscribed",3,0,0,1,2,"D6075097","Digital Only - Annual","social networks"
"232","1251663","subscribed",1,0,1,0,0,"D6258959","Digital Only - Annual","search engines"
"233","1251883","subscribed",3,1,1,0,3,"D6269485","All Access","typed/bookmarked"
"234","1252265","subscribed",1,1,0,0,0,"D6003780","Digital Only - Annual","other web sites"
"235","1252421","subscribed",6,0,1,0,6,"D6226433","Digital Only - Annual","typed/bookmarked"
"236","1252605","anonymous",1,0,0,0,1,"D5917798","Digital Only - Annual","typed/bookmarked"
"237","1252620","subscribed",3,1,0,0,3,"D5937152","Digital Only - Annual","other web sites"
"238","1253074","subscribed",5,1,1,0,5,"D5938142","Digital Only - Monthly","other web sites"
"239","1253213","reg",1,0,1,0,0,"D5916748","Digital Only - Annual","search engines"
"240","1253309","reg",1,1,0,0,0,"D6066601","Digital Only - Annual","other web sites"
"241","1253409","subscribed",11,5,1,0,7,"D6174475","Digital Only - Monthly","typed/bookmarked"
"242","1253574","anonymous",1,0,1,0,0,"D6107886","Digital Only - Monthly","search engines"
"243","1253596","subscribed",8,0,0,0,9,"D6057476","Digital Only - Annual","typed/bookmarked"
"244","1253680","reg",4,1,1,0,2,"D6269510","All Access","typed/bookmarked"
"245","1254288","subscribed",12,1,1,10,4,"D6234271","Digital Only - Annual","typed/bookmarked"
"246","1254722","subscribed",7,3,0,0,7,"D6296174","Digital Only - Annual","typed/bookmarked"
"247","1257236115533204856_2960833264753932674","anonymous",1,1,0,0,0,"D6154580","Digital Only - Annual","other web sites"
"248","125773","anonymous",1,0,0,0,1,"D6103612","Digital Only - Annual","typed/bookmarked"
"249","1258263","reg",10,1,1,4,7,"D6298217","Premium (Digital + Print)","search engines"
"250","1258881709357947532_1152537802185058876","anonymous",1,0,0,1,1,"D6072771","Digital Only - Annual","typed/bookmarked"
"251","1259466","reg",2,1,1,0,0,"D6055455","Premium (Digital + Print)","other web sites"
"252","126095887579738102_8298850516580339536","anonymous",1,0,1,0,0,"D5917509","Premium (Digital + Print)","search engines"
"253","1264080","reg",2,1,0,0,1,"D6298165","Digital Only - Annual","other web sites"
"254","1265280","reg",2,0,1,0,3,"D6306999","All Access","search engines"
"255","1265298290370679033_8744359683471784289","anonymous",1,0,0,0,1,"D5924059","Premium (Digital + Print)","typed/bookmarked"
"256","1265357","anonymous",1,0,1,0,0,"D6056865","Digital Only - Monthly","search engines"
"257","1266464","reg",1,0,1,0,0,"D6108816","Premium (Digital + Print)","search engines"
"258","1267794","anonymous",1,0,0,0,1,"D5940384","All Access","typed/bookmarked"
"259","1268042","subscribed",2,3,1,0,1,"D6003931","All Access","typed/bookmarked"
"260","1268051","reg",3,0,0,0,4,"D6154530","Digital Only - Monthly","typed/bookmarked"
"261","1268234","reg",1,1,0,0,0,"D6103624","Digital Only - Annual","other web sites"
"262","1268968879389254343_8189124042907053396","anonymous",1,0,1,0,0,"D6056546","Digital Only - Monthly","search engines"
"263","1271329641233350225_488882881540544738","anonymous",1,0,0,0,1,"D6002683","Digital Only - Monthly","typed/bookmarked"
"264","1271339","subscribed",29,4,8,0,114,"D6066063","Digital Only - Monthly","typed/bookmarked"
"265","1271348","reg",1,0,1,0,0,"D5936762","Digital Only - Monthly","search engines"
"266","1271397","subscribed",24,3,2,0,23,"D6287777","Digital Only - Annual","other web sites"
"267","1271459","subscribed",11,2,1,0,13,"D6174310","All Access","other web sites"
"268","1272244","subscribed",23,2,1,0,25,"D6224252","Premium (Digital + Print)","typed/bookmarked"
"269","1272257","subscribed",4,0,0,0,6,"D6030514","Digital Only - Monthly","typed/bookmarked"
"270","1272261","reg",3,1,1,0,1,"D6251087","Digital Only - Monthly","search engines"
"271","1272340","reg",1,0,1,0,0,"D6041859","All Access","search engines"
"272","1272350","subscribed",1,0,1,0,0,"D6003153","Digital Only - Annual","search engines"
"273","1272427","subscribed",5,0,1,0,4,"D6088496","Digital Only - Annual","search engines"
"274","1272520","reg",2,0,0,1,1,"D6055556","Digital Only - Monthly","typed/bookmarked"
"275","1272609","subscribed",2,0,2,0,1,"D6270588","All Access","search engines"
"276","1272651","reg",7,1,0,0,13,"D5948286","Digital Only - Annual","other web sites"
"277","1273333","subscribed",1,0,0,0,1,"D5925000","Digital Only - Annual","typed/bookmarked"
"278","1273745","subscribed",23,4,11,5,16,"D6216234","All Access","search engines"
"279","1273923","subscribed",44,3,14,0,53,"D6270179","Premium (Digital + Print)","typed/bookmarked"
"280","1274039","subscribed",6,5,0,0,5,"D5940395","Premium (Digital + Print)","typed/bookmarked"
"281","1274153","reg",5,0,0,0,5,"D5940332","Digital Only - Annual","typed/bookmarked"
"282","1274252","subscribed",2,1,0,0,3,"D6275452","Digital Only - Annual","other web sites"
"283","1274272","subscribed",9,0,0,0,9,"D6090388","Premium (Digital + Print)","typed/bookmarked"
"284","1274340","subscribed",8,12,0,0,6,"D6058264","Digital Only - Annual","typed/bookmarked"
"285","1274628","reg",1,0,0,0,1,"D5925095","Digital Only - Monthly","typed/bookmarked"
"286","1274958","subscribed",31,5,1,0,39,"D6294438","Digital Only - Annual","typed/bookmarked"
"287","1275210","reg",1,0,1,0,0,"D6003172","Digital Only - Annual","search engines"
"288","1275402","subscribed",50,24,1,0,88,"D6273685","All Access","other web sites"
"289","1275537","subscribed",6,9,0,0,2,"D6103384","All Access","other web sites"
"290","1275546","subscribed",7,0,0,0,7,"D6270478","Premium (Digital + Print)","typed/bookmarked"
"291","1275561","reg",1,0,0,0,1,"D6234262","Premium (Digital + Print)","typed/bookmarked"
"292","1275673","subscribed",7,4,1,0,6,"D6064887","Digital Only - Annual","other web sites"
"293","1275711","subscribed",20,3,5,1,24,"D6270314","All Access","search engines"
"294","1275725","subscribed",2,0,2,0,0,"D5940604","Digital Only - Monthly","search engines"
"295","1276255","subscribed",11,0,1,1,14,"D6075034","Digital Only - Annual","typed/bookmarked"
"296","1276384442002125324_8277370943324422742","anonymous",1,0,0,1,0,"D6183436","Digital Only - Monthly","social networks"
"297","1276506","subscribed",6,1,2,0,8,"D6055959","Digital Only - Annual","search engines"
"298","1276523","subscribed",15,13,3,0,17,"D6089242","Premium (Digital + Print)","other web sites"
"299","1276677","subscribed",72,58,15,1,208,"D6284001","Digital Only - Annual","typed/bookmarked"
"300","1277330","subscribed",20,0,0,22,3,"D6265113","Digital Only - Annual","typed/bookmarked"
"301","1277518","subscribed",11,0,3,0,9,"D6283617","Premium (Digital + Print)","search engines"
"302","1277654","anonymous",1,0,0,0,1,"D6064360","Premium (Digital + Print)","typed/bookmarked"
"303","1277668","anonymous",1,0,0,0,1,"D6246919","Premium (Digital + Print)","typed/bookmarked"
"304","1277761","reg",1,0,0,0,1,"D5917564","Premium (Digital + Print)","typed/bookmarked"
