"","uid_max","visitor_access_level","total_days","other.web.sites","search.engines","social.networks","typed_bookmarked","Purchase.IDs","product","last_touch_referrer"
"3267","935239","reg",21,8,0,0,15,"D6274626","Digital Only - Annual","typed/bookmarked"
"3268","935778","subscribed",2,0,2,0,0,"D6001469","Premium (Digital + Print)","search engines"
"3269","942453","reg",2,1,0,0,1,"D6001414","Digital Only - Annual","typed/bookmarked"
"3270","942893036856337356_1661723986029889936","anonymous",1,0,0,0,1,"D5940287","All Access","typed/bookmarked"
"3271","944124","reg",2,1,0,1,0,"D6031413","Premium (Digital + Print)","other web sites"
"3272","944275","subscribed",3,1,0,0,3,"D6088996","Digital Only - Annual","typed/bookmarked"
"3273","944900","subscribed",1,2,0,0,2,"D6002749","Digital Only - Annual","typed/bookmarked"
"3274","946765702875351647_5478861040856939343","anonymous",1,0,0,0,1,"D5939956","Premium (Digital + Print)","typed/bookmarked"
"3275","948463144065530300_735651114217808932","anonymous",4,0,1,0,3,"D5947740","Digital Only - Annual","typed/bookmarked"
"3276","949918","reg",2,1,1,0,1,"D5936851","Digital Only - Annual","other web sites"
"3277","951813","reg",2,0,2,0,0,"D6298273","All Access","search engines"
"3278","952866","reg",1,0,0,0,1,"D6042838","Digital Only - Annual","typed/bookmarked"
"3279","953420","subscribed",2,1,0,0,1,"D5941386","Digital Only - Annual","typed/bookmarked"
"3280","954631","reg",1,0,0,0,1,"D5941467","Premium (Digital + Print)","typed/bookmarked"
"3281","954674","subscribed",3,0,1,0,3,"D6263187","Premium (Digital + Print)","typed/bookmarked"
"3282","959178","subscribed",4,1,3,0,0,"D6223829","Digital Only - Annual","search engines"
"3283","959467","reg",3,0,1,0,2,"D6109751","Digital Only - Annual","typed/bookmarked"
"3284","962588","subscribed",62,0,0,0,62,"D6270007","Premium (Digital + Print)","typed/bookmarked"
"3285","963144","subscribed",12,4,1,0,15,"D6027046","All Access","typed/bookmarked"
"3286","963331","subscribed",2,0,1,0,1,"D6057166","Digital Only - Monthly","search engines"
"3287","963365","anonymous",1,0,1,0,0,"D6078660","Digital Only - Monthly","search engines"
"3288","964053","reg",1,0,0,0,1,"D6165871","Digital Only - Annual","typed/bookmarked"
"3289","964317","subscribed",1,0,1,0,0,"D5936550","All Access","search engines"
"3290","964511","reg",1,0,0,0,1,"D6068202","Digital Only - Annual","typed/bookmarked"
"3291","964826","subscribed",13,11,4,0,7,"D6274472","All Access","other web sites"
"3292","965640","subscribed",45,8,0,0,68,"D6176995","Digital Only - Annual","typed/bookmarked"
"3293","965756","subscribed",5,0,0,0,7,"D6064975","Digital Only - Annual","typed/bookmarked"
"3294","966444","subscribed",4,3,0,0,3,"D6284012","Digital Only - Annual","other web sites"
"3295","967186","subscribed",4,1,1,1,4,"D6002756","Digital Only - Annual","typed/bookmarked"
"3296","967215","reg",5,2,0,0,4,"D6108423","Digital Only - Annual","typed/bookmarked"
"3297","967425","subscribed",116,107,32,0,413,"D6306356","Digital Only - Annual","typed/bookmarked"
"3298","967464","subscribed",5,0,1,2,2,"D6269635","All Access","typed/bookmarked"
"3299","967465","subscribed",8,3,5,0,7,"D6102283","Digital Only - Annual","search engines"
"3300","967639","subscribed",35,1,0,0,64,"D6174653","Digital Only - Monthly","typed/bookmarked"
"3301","967776","reg",7,3,4,0,1,"D6274502","Digital Only - Monthly","typed/bookmarked"
"3302","967802","reg",1,0,1,0,0,"D6109234","Digital Only - Annual","search engines"
"3303","968262","anonymous",1,0,0,0,1,"D6217299","Digital Only - Annual","typed/bookmarked"
"3304","968263","subscribed",1,0,0,0,1,"D5919560","Digital Only - Annual","typed/bookmarked"
"3305","968787","anonymous",1,0,0,0,1,"D5925651","All Access","typed/bookmarked"
"3306","968828","reg",1,0,1,0,0,"D6043634","Digital Only - Monthly","search engines"
"3307","969071","subscribed",3,0,0,0,3,"D6058243","Digital Only - Annual","typed/bookmarked"
"3308","970365","reg",1,0,0,0,1,"D6273787","Digital Only - Annual","typed/bookmarked"
"3309","970565","subscribed",2,0,0,0,2,"D5922698","Digital Only - Annual","typed/bookmarked"
"3310","972190","subscribed",38,0,0,0,63,"D6233757","Digital Only - Annual","typed/bookmarked"
"3311","972227","subscribed",1,1,1,0,5,"D5917386","Digital Only - Annual","typed/bookmarked"
"3312","972321","subscribed",5,1,6,0,4,"D6204898","Digital Only - Annual","search engines"
"3313","973033","subscribed",2,1,0,0,1,"D6073261","Digital Only - Annual","other web sites"
"3314","973859150119815380_3371370209460717517","anonymous",2,2,0,0,0,"D6026657","Premium (Digital + Print)","other web sites"
"3315","975061","reg",11,0,0,0,17,"D6165848","Digital Only - Monthly","typed/bookmarked"
"3316","976357504998246039_2576116164073632705","anonymous",3,0,0,0,3,"D6164062","Digital Only - Annual","typed/bookmarked"
"3317","977434682828248198_410131090389576462","anonymous",1,0,0,0,1,"D6064449","Digital Only - Annual","typed/bookmarked"
"3318","978581465242531145_4685717589181361106","anonymous",3,0,0,0,3,"D6089555","Digital Only - Monthly","typed/bookmarked"
"3319","979712396228798647_4091896741493477699","anonymous",1,0,0,0,1,"D6095121","Premium (Digital + Print)","typed/bookmarked"
"3320","981770","subscribed",2,1,0,0,1,"D6224186","Digital Only - Annual","typed/bookmarked"
"3321","982141","subscribed",1,0,1,0,0,"D6109800","Digital Only - Annual","search engines"
"3322","984164","subscribed",5,0,1,0,6,"D6064909","Digital Only - Annual","typed/bookmarked"
"3323","984567151291729319_442003177327709567","anonymous",1,0,0,0,1,"D6216240","Premium (Digital + Print)","typed/bookmarked"
"3324","985559","subscribed",6,0,1,1,4,"D6269745","All Access","typed/bookmarked"
"3325","986141","reg",1,0,0,0,1,"D6043544","Digital Only - Annual","typed/bookmarked"
"3326","987869867722477867_6115891696216663908","anonymous",1,0,1,0,0,"D5940609","Premium (Digital + Print)","search engines"
"3327","989303","reg",6,1,2,0,5,"D6295189","Digital Only - Monthly","typed/bookmarked"
"3328","989510","anonymous",1,0,1,0,0,"D6043546","Digital Only - Monthly","search engines"
"3329","990667","reg",5,0,2,0,5,"D6287761","All Access","typed/bookmarked"
"3330","991876","subscribed",1,0,0,0,1,"D6288409","Premium (Digital + Print)","typed/bookmarked"
"3331","992464","reg",1,0,1,0,0,"D6226094","Digital Only - Annual","search engines"
"3332","994903","reg",1,0,1,0,0,"D6207576","Digital Only - Monthly","search engines"
"3333","995756","anonymous",3,5,1,0,1,"D5926410","Digital Only - Monthly","search engines"
"3334","998913","subscribed",2,0,1,0,1,"D6096073","Digital Only - Monthly","search engines"
"3335","999650","reg",1,0,1,0,1,"D6001176","Digital Only - Monthly","search engines"
"3336","4513537","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3337","4513780","subscribed",9,0,3,0,15,"1193286712302314458","All Access","typed/bookmarked"
"3338","4513862","subscribed",1,0,0,0,3,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3339","4514045","subscribed",3,0,0,0,3,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3340","4514069","subscribed",1,0,0,0,1,"2376477444926913837","Premium (Digital + Print)","typed/bookmarked"
"3341","4514412","subscribed",4,4,1,2,6,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3342","4515307","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3343","4515709","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3344","4515913","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3345","4516338","subscribed",5,0,1,0,8,"1193286712302314458","All Access","typed/bookmarked"
"3346","4516694","subscribed",14,1,1,0,25,"1193286712302314458","All Access","typed/bookmarked"
"3347","4517022","subscribed",1,0,1,0,0,"1193286712302314458","All Access","search engines"
"3348","4517319","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3349","4517442","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3350","4517818","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3351","4517896","subscribed",1,0,0,0,1,"1193286712302314458","All Access","typed/bookmarked"
"3352","4517903","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3353","4518838","subscribed",1,1,0,0,1,"27903785362302314458","Digital Only - Annual","other web sites"
"3354","4519537","subscribed",7,2,1,0,11,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3355","4519694","subscribed",6,0,0,0,11,"1193286712302314458","All Access","typed/bookmarked"
"3356","4520131","subscribed",5,1,1,0,7,"1193286712302314458","All Access","other web sites"
"3357","4520624","subscribed",4,1,0,0,4,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3358","4520724","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3359","4520886","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3360","4521249","subscribed",3,0,3,0,1,"1193286712302314458","All Access","search engines"
"3361","4521837","subscribed",3,0,0,0,4,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3362","4522025","subscribed",2,0,0,0,7,"1193286712302314458","All Access","typed/bookmarked"
"3363","4522032","subscribed",1,0,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3364","4522169","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3365","4522179","subscribed",3,0,0,0,5,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3366","4522300","subscribed",2,1,1,0,0,"23764774442302314458","Premium (Digital + Print)","other web sites"
"3367","4522454","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3368","4522463","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3369","4522779","subscribed",1,1,0,0,0,"27903785362302314458","Digital Only - Annual","other web sites"
"3370","4523290","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3371","4523638","subscribed",1,1,0,0,0,"1193286712302314458","All Access","other web sites"
"3372","4523660","subscribed",1,0,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3373","4523700","subscribed",4,6,0,0,1,"1193286712302314458","All Access","typed/bookmarked"
"3374","4523769","subscribed",11,0,12,0,4,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3375","4523799","subscribed",3,0,0,2,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3376","4523808","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3377","4523985","subscribed",2,0,0,0,3,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3378","4524616","subscribed",6,2,0,0,5,"1193286712302314458","All Access","typed/bookmarked"
"3379","4524662","subscribed",1,0,2,0,1,"1193286712302314458","All Access","search engines"
"3380","4524807","subscribed",2,0,2,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3381","4525087","subscribed",1,0,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3382","4525507","subscribed",1,0,1,0,0,"1193286712302314458","All Access","search engines"
"3383","4526372","subscribed",1,0,0,0,1,"1193286712302314458","All Access","typed/bookmarked"
"3384","4526601","subscribed",4,0,4,1,0,"9706464212302314458","Digital Only - Monthly","search engines"
"3385","4526803","subscribed",2,0,0,0,5,"33423533231125105034","Digital Only - Annual","typed/bookmarked"
"3386","4527170","subscribed",2,0,0,0,2,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3387","4527465","subscribed",4,0,6,0,2,"9706464212302314458","Digital Only - Monthly","search engines"
"3388","4527718","subscribed",6,0,1,0,7,"27903785362302314458","Digital Only - Annual","search engines"
"3389","4528073","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3390","4529785","subscribed",8,0,0,0,15,"1193286712302314458","All Access","typed/bookmarked"
"3391","4529819","subscribed",16,0,0,0,27,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3392","4530044","subscribed",1,1,0,0,0,"9706464212302314458","Digital Only - Monthly","other web sites"
"3393","4530463","subscribed",6,1,7,0,2,"23764774442302314458","Premium (Digital + Print)","other web sites"
"3394","4530829","subscribed",1,0,0,0,1,"1193286712302314458","All Access","typed/bookmarked"
"3395","4530918","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3396","4530948","subscribed",4,0,0,0,4,"1193286712302314458","All Access","typed/bookmarked"
"3397","4531047","subscribed",3,0,0,0,3,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3398","4531065","subscribed",2,5,0,0,1,"27903785362302314458","Digital Only - Annual","other web sites"
"3399","4531165","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3400","4531350","subscribed",1,0,1,0,1,"33877000481753685826","Digital Only - Annual","search engines"
"3401","4531940","subscribed",1,0,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3402","4533127","subscribed",9,0,0,0,9,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3403","4533369","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3404","4533476","subscribed",5,0,4,0,2,"27903785362302314458","Digital Only - Annual","search engines"
"3405","4534316","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3406","4535213","subscribed",1,0,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3407","4535810","subscribed",1,0,1,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3408","4535915","subscribed",1,0,0,0,2,"1193286712302314458","All Access","typed/bookmarked"
"3409","4536153","subscribed",2,0,0,1,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3410","4537418","subscribed",3,0,0,0,4,"1193286712302314458","All Access","typed/bookmarked"
"3411","4538357","subscribed",2,0,2,0,1,"9706464212302314458","Digital Only - Monthly","search engines"
"3412","4538363","subscribed",4,2,2,0,2,"1193286712302314458","All Access","typed/bookmarked"
"3413","4539227","subscribed",2,0,0,0,2,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3414","4539268","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3415","4539525","subscribed",3,0,1,0,3,"27903785362302314458","Digital Only - Annual","search engines"
"3416","4540029","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3417","4540273","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3418","4541263","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3419","4541616","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3420","4542118","subscribed",1,0,1,0,0,"9706464212302314458","Digital Only - Monthly","search engines"
"3421","4542439","subscribed",5,2,0,0,5,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3422","4542946","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3423","4543053","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3424","4543306","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3425","4543760","subscribed",2,1,0,0,3,"1193286712302314458","All Access","typed/bookmarked"
"3426","4543948","subscribed",3,0,0,0,8,"1193286712302314458","All Access","typed/bookmarked"
"3427","4545086","reg",1,0,1,0,0,"31757314693400050898","Digital Only - Annual","search engines"
"3428","4545167","subscribed",2,0,0,0,4,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3429","4546036","subscribed",1,0,1,0,1,"33877000481753685826","Digital Only - Annual","search engines"
"3430","4546573","subscribed",1,0,1,0,0,"23764774442302314458","Premium (Digital + Print)","search engines"
"3431","4546683","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3432","4546985","subscribed",1,0,0,0,1,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3433","4547044","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3434","4548267","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3435","4548283","subscribed",1,0,0,0,1,"31757314691545065983","Digital Only - Annual","typed/bookmarked"
"3436","4548299","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3437","4548332","subscribed",2,0,0,0,2,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3438","4548798","subscribed",1,0,0,0,1,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3439","4549563","subscribed",1,0,1,0,0,"23764774442302314458","Premium (Digital + Print)","search engines"
"3440","4549655","subscribed",5,1,0,0,6,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3441","4550114","subscribed",14,1,0,0,19,"1193286712302314458","All Access","typed/bookmarked"
"3442","4550547","subscribed",1,0,1,0,3,"1193286712302314458","All Access","typed/bookmarked"
"3443","4550667","subscribed",1,1,0,0,1,"27903785362302314458","Digital Only - Annual","other web sites"
"3444","4550761","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3445","4550926","subscribed",4,0,1,0,4,"1193286712302314458","All Access","typed/bookmarked"
"3446","4551059","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3447","4551136","subscribed",15,3,1,0,28,"27903785362641637148","Digital Only - Annual","typed/bookmarked"
"3448","4551230","subscribed",5,0,0,4,3,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3449","4551472","subscribed",2,1,0,0,1,"31757314693400050898","Digital Only - Annual","other web sites"
"3450","4551576","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3451","4551605","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3452","4551913","subscribed",7,2,1,0,12,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3453","4552035","subscribed",11,0,0,0,16,"27903785362302314458","Premium (Digital + Print)","typed/bookmarked"
"3454","4552102","subscribed",4,0,0,0,9,"1193286712302314458","All Access","typed/bookmarked"
"3455","4552204","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3456","4552299","subscribed",1,1,1,0,1,"9706464212302314458","Digital Only - Monthly","search engines"
"3457","4552686","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3458","4552743","subscribed",1,0,0,0,2,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3459","4552801","subscribed",1,0,1,0,0,"9706464212302314458","Digital Only - Monthly","search engines"
"3460","4552876","subscribed",6,0,1,0,6,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3461","4553152","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3462","4553157","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3463","4553224","subscribed",4,0,0,0,4,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3464","4553446","subscribed",1,0,1,0,1,"9706464213549807975","Digital Only - Monthly","search engines"
"3465","4553504","subscribed",1,0,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3466","4553618","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3467","4553619","subscribed",5,2,0,0,3,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3468","4553754","subscribed",1,0,0,0,1,"1193286712302314458","All Access","typed/bookmarked"
"3469","4553780","subscribed",2,1,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3470","4554007","subscribed",5,0,6,0,1,"27903785362302314458","Digital Only - Annual","search engines"
"3471","4554381","subscribed",1,0,1,0,1,"9706464212302314458","Digital Only - Monthly","search engines"
"3472","4554417","subscribed",7,0,0,0,7,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3473","4554467","subscribed",1,0,0,0,1,"1193286712302314458","All Access","typed/bookmarked"
"3474","4554792","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3475","4554946","subscribed",2,2,1,0,1,"23764774442302314458","Premium (Digital + Print)","search engines"
"3476","4555077","subscribed",2,0,0,0,2,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3477","4556075","subscribed",1,0,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3478","4556141","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3479","4556309","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3480","4556334","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3481","4556784","subscribed",1,0,1,0,0,"9706464212302314458","Digital Only - Monthly","search engines"
"3482","4557409","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3483","4557448","subscribed",1,0,1,0,0,"9706464212302314458","Digital Only - Monthly","search engines"
"3484","4557694","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3485","4557807","subscribed",2,0,0,0,2,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3486","4557943","subscribed",1,1,0,0,0,"9706464212302314458","Digital Only - Monthly","other web sites"
"3487","4557999","subscribed",9,1,0,1,20,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3488","4558065","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3489","4558216","subscribed",3,0,1,0,3,"2790378536926913837","Digital Only - Annual","search engines"
"3490","4558400","subscribed",1,0,1,0,0,"9706464212302314458","Digital Only - Monthly","search engines"
"3491","4558414","subscribed",2,1,1,0,1,"27903785362302314458","Digital Only - Annual","other web sites"
"3492","4558845","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3493","4559327","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3494","4559329","subscribed",1,0,0,0,1,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3495","4559438","subscribed",1,1,1,0,2,"27903785362302314458","Digital Only - Annual","other web sites"
"3496","4559680","subscribed",1,0,1,0,1,"9706464212302314458","Digital Only - Monthly","search engines"
"3497","4559965","subscribed",6,0,0,0,7,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3498","4560425","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3499","4560451","subscribed",10,0,1,0,18,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3500","4560640","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3501","4561395","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3502","4561453","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3503","4561562","subscribed",1,0,0,0,1,"1193286712302314458","All Access","typed/bookmarked"
"3504","4561868","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3505","4561925","subscribed",2,1,0,0,2,"9706464212302314458","Digital Only - Monthly","other web sites"
"3506","4561972","subscribed",1,0,1,0,4,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3507","4562005","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3508","4562019","subscribed",1,0,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3509","4562104","subscribed",2,0,0,0,2,"31757314691545065983","Digital Only - Annual","typed/bookmarked"
"3510","4562215","subscribed",3,0,3,0,6,"33877000481753685826","Digital Only - Annual","typed/bookmarked"
"3511","4562311","subscribed",10,3,7,0,4,"1193286712302314458","All Access","search engines"
"3512","4562369","subscribed",4,0,2,0,4,"9706464212302314458","Digital Only - Monthly","search engines"
"3513","4562458","subscribed",2,1,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3514","4567697","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3515","4569434","subscribed",1,0,0,0,1,"1193286712302314458","All Access","typed/bookmarked"
"3516","4569448","subscribed",1,0,1,0,0,"1193286712302314458","All Access","search engines"
"3517","4570052","subscribed",3,1,1,0,2,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3518","4571729","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3519","4572320","subscribed",4,0,1,0,6,"9706464212302314458","All Access","typed/bookmarked"
"3520","4572575","subscribed",6,0,2,0,6,"1193286712302314458","All Access","search engines"
"3521","4572797","subscribed",4,7,4,0,4,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3522","4572853","subscribed",2,0,0,0,2,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3523","4573778","subscribed",1,0,0,0,2,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3524","4573992","subscribed",1,3,0,0,1,"27903785362302314458","Digital Only - Annual","other web sites"
"3525","4574125","subscribed",1,0,0,0,1,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3526","4575817","subscribed",3,1,0,1,4,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3527","4576329","subscribed",7,1,0,0,14,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3528","4577653","subscribed",6,0,1,0,10,"27903785362302314458","Digital Only - Annual","search engines"
"3529","4577862","subscribed",2,0,2,0,2,"1193286712302314458","All Access","search engines"
"3530","4579803","subscribed",2,0,0,0,2,"1193286712302314458","All Access","typed/bookmarked"
"3531","4580034","subscribed",1,1,0,0,1,"9706464212302314458","Digital Only - Monthly","other web sites"
"3532","4580990","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3533","4581046","subscribed",1,1,1,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3534","4582352","subscribed",1,0,1,0,0,"2790378536926913837","Digital Only - Annual","search engines"
"3535","4582409","subscribed",1,0,1,0,0,"23764774442302314458","Premium (Digital + Print)","search engines"
"3536","4582468","subscribed",6,3,1,0,14,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3537","4583824","subscribed",1,0,1,0,2,"27903785362302314458","Digital Only - Annual","search engines"
"3538","4586620","subscribed",1,1,1,0,0,"27903785362302314458","Digital Only - Annual","search engines"
"3539","4587718","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3540","4589052","subscribed",1,2,1,0,1,"23764774442302314458","Premium (Digital + Print)","other web sites"
"3541","4590298","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3542","4590772","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3543","4591113","subscribed",2,2,0,0,3,"27903785362302314458","Digital Only - Annual","typed/bookmarked"
"3544","4593039","subscribed",1,0,0,0,1,"9706464212302314458","Digital Only - Monthly","typed/bookmarked"
"3545","4594732","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3546","4595719","subscribed",1,0,0,0,1,"23764774442302314458","Premium (Digital + Print)","typed/bookmarked"
"3547","4596028","subscribed",1,0,1,0,0,"23764774442302314458","Premium (Digital + Print)","search engines"
"3548","4596754","subscribed",1,1,0,0,0,"27903785362302314458","Digital Only - Annual","other web sites"
